country,points,price
US,84,17
Italy,84,10
Italy,84,
Italy,84,14
US,84,13
US,84,14
Italy,84,20
US,84,25
France,91,
US,91,48
US,91,40
Italy,91,55
US,91,23
US,91,80
Italy,91,62
US,91,25
US,91,125
US,91,40
US,91,28
France,91,90
US,91,15
US,91,50
US,91,16
US,91,51
France,91,27
France,91,23
Italy,91,70
US,91,23
US,91,38
US,91,95
US,91,125
US,91,24
US,91,24
US,91,36
Chile,91,30
US,91,50
US,91,36
France,91,25
Chile,86,11
Chile,86,36
France,86,15
France,86,40
France,86,50
US,86,22
Chile,86,11
US,86,48
US,86,35
France,86,24
US,86,60
Chile,86,24
US,86,40
Italy,86,15
US,86,20
Italy,86,14
US,86,17
US,86,56
US,86,28
US,86,15
Germany,86,18
US,86,18
Chile,86,12
France,90,18
France,90,32
France,90,45
US,90,60
Italy,90,16
France,90,39
Spain,89,15
US,89,40
US,89,16
France,89,38
Spain,89,36
France,89,60
US,89,25
Italy,89,27
US,89,17
US,89,12
France,89,141
US,89,17
US,89,25
US,89,60
US,89,45
US,89,10
Israel,89,15
Greece,89,15
US,89,22
Italy,89,15
US,89,30
Italy,94,70
Italy,94,106
US,94,50
Italy,94,
US,94,110
France,94,
France,94,
France,94,
France,94,
France,94,
Italy,93,
Italy,93,100
Italy,93,88
Italy,93,45
Italy,93,60
Italy,93,55
France,93,
France,93,
Italy,93,55
Italy,93,
Italy,93,92
Italy,93,
Italy,93,40
Italy,93,22
France,93,110
France,91,22
South Africa,91,100
US,91,50
US,91,24
France,91,
France,91,24
Portugal,91,28
South Africa,91,65
US,91,22
Australia,91,60
France,91,21
France,91,45
US,91,28
US,91,48
Italy,91,
Italy,91,
Italy,90,
US,90,24
New Zealand,90,18
US,90,42
Portugal,90,24
New Zealand,90,25
US,90,18
Portugal,90,28
Portugal,90,20
South Africa,90,27
Germany,91,25
US,91,35
Australia,91,25
US,91,75
US,91,28
US,91,69
US,91,15
US,91,129
US,91,54
US,91,65
US,91,32
US,91,30
Italy,91,
US,91,24
US,91,22
France,91,35
Australia,91,17
Chile,91,25
US,91,52
US,91,65
Italy,91,33
Spain,91,47
US,91,65
Portugal,91,25
US,91,60
US,91,22
US,91,26
US,91,42
Portugal,91,20
US,91,40
Austria,91,22
Italy,91,30
Austria,91,16
US,91,52
Austria,91,21
US,91,48
US,91,80
US,91,48
US,91,45
US,91,25
US,91,25
Spain,91,21
US,91,26
US,91,50
US,91,45
Italy,91,30
France,91,20
France,91,20
Austria,91,12
Italy,91,37
US,91,76
Italy,91,25
Italy,91,55
Italy,91,22
US,91,40
US,91,30
Italy,91,68
US,91,70
US,91,70
Italy,91,17
Spain,82,7
US,82,
US,82,
US,82,13
Australia,82,15
Australia,82,23
US,82,18
US,82,22
US,82,16
US,82,13
Spain,81,7
Spain,81,7
Australia,81,8
Australia,81,20
Spain,81,12
Spain,80,6
Spain,80,10
Spain,80,12
Italy,96,125
Italy,95,50
US,95,45
Italy,95,80
Italy,95,
Italy,94,45
Italy,93,90
Italy,93,35
Italy,93,35
Italy,93,55
Italy,93,120
US,90,45
Argentina,90,46
France,90,75
Italy,90,46
France,90,
Italy,90,
Argentina,90,50
Argentina,90,21
France,90,
France,90,47
Italy,90,34
France,90,150
Australia,90,36
France,90,
New Zealand,90,60
US,90,46
France,90,
US,90,22
US,90,50
France,90,
US,90,30
US,90,58
US,85,8
US,85,29
US,85,75
France,85,17
France,85,11
US,85,22
US,85,20
France,85,20
Spain,85,19
Argentina,85,11
US,85,24
Chile,85,15
Italy,85,17
US,85,11
US,85,10
Spain,85,
France,85,23
Italy,85,
Spain,85,12
US,85,26
US,85,36
Spain,85,13
Italy,85,16
Argentina,85,14
US,85,29
US,85,10
US,85,14
Italy,89,55
US,89,45
US,89,16
Italy,89,22
US,89,25
US,89,35
US,89,11
US,89,16
New Zealand,89,14
US,89,20
US,89,20
US,89,25
US,89,14
US,89,12
US,89,23
France,89,50
US,89,35
Italy,89,30
US,89,20
France,89,53
Germany,89,14
US,89,35
New Zealand,89,120
Italy,89,22
France,89,25
France,89,44
Italy,89,17
France,89,20
US,89,36
France,89,25
US,89,32
Italy,89,25
France,89,55
France,89,18
US,89,15
France,89,24
Italy,89,31
France,89,
France,89,15
Argentina,88,30
Italy,88,22
France,88,22
France,88,28
US,88,15
US,88,30
France,88,20
US,88,25
US,88,17
France,88,15
Italy,87,40
US,87,10
Austria,87,15
France,87,15
US,87,
US,87,21
US,87,25
US,87,15
US,87,25
France,87,22
US,87,40
France,87,24
US,87,25
US,87,15
US,87,30
US,87,22
France,87,30
France,87,18
Austria,87,19
France,87,20
Spain,87,15
US,87,19
US,87,17
US,87,18
Italy,87,14
US,87,28
US,87,13
US,87,16
US,87,12
US,87,15
Spain,88,13
Spain,88,32
Italy,88,18
US,88,18
Italy,88,16
Italy,88,17
Portugal,88,12
Chile,88,75
US,88,75
France,88,18
US,88,45
France,88,
France,88,
France,88,
France,88,17
France,88,
France,88,24
France,88,18
Portugal,88,15
Chile,88,30
Italy,88,20
US,88,33
US,88,32
France,88,14
Germany,88,28
US,88,35
Italy,88,17
US,88,30
US,88,50
Italy,88,18
US,89,48
US,89,24
US,89,30
US,89,50
Spain,89,37
Italy,89,30
US,89,18
US,89,25
US,89,42
Argentina,89,30
Italy,89,25
France,89,80
US,89,34
US,89,44
US,89,62
US,89,60
US,89,34
US,89,25
Italy,89,26
Italy,89,25
US,89,42
US,89,35
US,89,40
US,89,30
US,89,48
France,89,43
US,89,19
Italy,89,24
Italy,89,45
Italy,89,30
Italy,86,40
France,86,23
US,86,20
US,86,15
US,86,22
Italy,86,12
Italy,86,12
Italy,86,15
Argentina,86,15
Argentina,86,13
Portugal,86,10
France,86,27
US,86,25
US,86,50
US,86,18
France,86,22
Italy,86,12
Germany,86,20
France,85,25
Portugal,85,11
France,85,27
US,85,25
Italy,85,45
France,85,
France,85,25
US,85,10
US,85,55
US,85,21
Austria,92,56
US,92,44
US,92,30
US,92,55
Germany,92,54
US,92,45
US,92,30
Chile,92,30
US,92,20
Spain,92,100
US,92,60
Spain,92,120
US,92,52
US,92,50
US,92,72
US,92,65
US,92,35
US,92,45
US,92,50
US,92,45
US,92,32
US,92,48
US,92,55
US,92,75
US,92,49
Germany,92,47
Germany,92,126
France,90,12
US,90,39
US,90,38
US,90,28
Chile,89,26
Spain,89,15
US,89,16
US,89,45
Chile,89,25
Italy,89,68
Chile,89,20
US,89,46
Chile,89,15
Chile,89,35
US,89,26
US,89,30
Spain,89,17
US,89,17
France,89,
France,89,
Chile,89,20
US,89,35
US,89,35
US,89,65
US,89,45
US,88,28
US,88,52
US,88,16
US,88,38
US,88,19
US,88,22
US,88,40
US,88,17
US,88,18
Spain,88,14
US,88,42
US,88,22
US,88,55
US,88,25
US,88,15
US,88,14
Austria,88,20
US,88,24
US,88,85
US,88,14
Italy,88,29
Spain,88,29
US,88,40
US,88,12
Spain,88,102
US,88,50
US,88,25
US,88,25
US,88,15
US,88,40
Italy,87,20
Italy,87,35
France,87,26
Italy,87,19
US,87,14
Italy,87,20
Italy,87,15
US,87,30
Italy,87,45
France,87,19
Italy,87,20
Italy,87,22
US,87,20
Italy,87,50
US,87,9
US,87,22
New Zealand,87,13
Italy,87,25
Italy,87,18
Italy,87,18
US,87,16
Italy,87,15
US,87,23
US,87,17
Italy,87,16
Italy,87,10
Italy,87,35
Italy,87,38
Chile,87,15
Italy,87,24
Chile,85,15
US,85,20
US,85,19
Chile,85,12
New Zealand,85,15
US,85,14
US,85,25
US,85,9
US,85,16
US,85,15
Italy,85,18
Italy,85,18
France,85,25
France,85,75
France,85,20
France,85,35
France,85,20
France,85,22
New Zealand,85,25
US,85,28
Chile,84,10
France,84,25
France,84,
France,84,
US,84,30
US,84,110
US,84,13
Italy,84,12
US,84,65
France,84,32
US,90,36
Australia,90,50
US,90,38
Portugal,90,
US,90,35
US,90,35
Australia,90,100
France,90,20
France,90,45
Portugal,90,13
Italy,90,70
US,90,35
US,90,28
Australia,90,36
Austria,90,18
US,90,39
US,90,40
Italy,90,30
Italy,90,25
Austria,90,43
US,90,18
Italy,90,25
France,87,35
France,87,14
France,87,35
France,87,
US,87,23
Italy,87,30
Italy,87,
Italy,87,18
US,87,15
Austria,87,10
US,87,68
Italy,87,47
Italy,87,16
Italy,87,
France,87,20
Italy,87,20
Austria,87,23
France,87,14
Italy,87,17
US,87,22
US,87,26
Italy,87,15
US,87,16
France,87,
Italy,87,36
Italy,87,40
Italy,87,40
Italy,87,30
France,87,20
Italy,87,
Switzerland,89,160
Italy,89,45
US,89,30
US,89,24
Australia,89,15
US,89,18
Argentina,89,18
Argentina,89,45
Italy,89,97
Italy,89,40
Italy,89,
US,89,45
Italy,89,43
Italy,89,45
US,89,20
France,89,14
Italy,89,14
Italy,89,39
US,89,50
Bulgaria,89,12
US,89,38
US,89,15
US,89,19
Australia,89,12
Argentina,89,15
US,89,22
US,89,20
Turkey,89,15
Germany,89,12
France,89,28
France,90,
South Africa,90,82
US,90,25
US,90,36
Italy,90,40
Australia,90,15
US,90,45
Argentina,90,15
South Africa,90,38
US,90,40
US,90,15
US,90,20
South Africa,90,15
US,90,37
US,90,34
US,90,75
US,90,40
Austria,90,35
US,90,36
Austria,90,27
France,90,
France,90,
France,90,
New Zealand,89,20
Germany,89,16
Spain,89,21
US,89,60
Italy,89,35
Italy,89,26
Portugal,89,12
Portugal,89,28
France,89,19
France,89,26
US,89,54
US,89,60
US,89,23
Spain,89,21
US,89,45
Italy,89,30
Bulgaria,89,10
Italy,89,29
Bulgaria,89,14
Italy,89,23
Germany,89,57
US,89,54
Germany,89,10
Portugal,89,15
France,89,26
US,89,32
Argentina,89,20
US,89,48
France,89,40
Italy,89,22
US,98,300
US,97,75
Italy,97,215
France,97,410
US,97,85
US,96,30
US,96,48
Italy,95,420
US,95,56
France,95,110
France,95,99
US,95,55
US,95,75
France,95,260
US,95,70
US,94,75
US,94,55
US,94,75
US,94,260
US,94,65
US,94,28
US,92,70
France,92,30
France,92,32
France,92,25
France,92,28
France,92,15
France,92,25
US,92,40
France,92,30
France,92,38
France,92,45
France,92,40
US,92,45
US,92,23
Israel,92,29
Portugal,92,40
Australia,92,60
US,92,25
US,92,38
US,92,24
US,92,54
Portugal,92,34
Italy,92,35
US,92,60
Portugal,92,20
US,92,25
Portugal,92,14
US,92,20
US,92,62
France,92,29
Germany,89,16
US,89,40
France,89,26
South Africa,89,16
US,89,35
US,89,20
Italy,89,35
,89,16
US,89,18
,89,18
US,89,75
Italy,89,40
Spain,89,22
US,89,25
France,89,27
France,89,15
Italy,89,28
South Africa,89,20
Italy,89,47
Germany,89,50
US,89,15
Portugal,89,18
Portugal,89,14
Argentina,89,30
US,89,18
South Africa,89,20
US,89,34
Italy,89,26
Italy,89,38
Italy,89,55
Portugal,92,
Australia,92,35
Spain,92,18
Spain,92,90
Germany,92,79
France,92,21
US,92,60
France,92,197
Australia,92,100
US,92,75
US,92,22
Australia,91,19
Spain,91,49
Germany,91,160
US,91,28
Spain,91,18
Spain,91,70
US,87,55
US,87,20
Spain,87,22
US,87,85
US,87,15
Italy,87,
US,87,24
Italy,87,18
France,87,13
Austria,87,16
US,87,55
US,87,13
US,87,22
US,87,38
Italy,87,25
Italy,87,65
US,87,18
France,87,16
US,87,15
Italy,88,28
US,88,15
Italy,88,20
Italy,88,
US,88,
Italy,88,25
Italy,88,14
Italy,88,20
Italy,88,
Italy,88,23
US,88,30
US,88,20
US,88,12
US,88,45
US,88,36
Spain,88,15
US,88,80
Australia,88,32
US,88,25
US,88,34
Italy,88,51
US,88,24
US,88,30
Italy,88,65
Spain,88,18
US,88,22
US,88,23
Italy,88,25
Italy,88,60
Italy,88,
New Zealand,89,44
France,89,14
US,89,50
US,89,32
US,89,35
France,89,
Argentina,89,15
New Zealand,89,25
Italy,89,
Austria,89,20
South Africa,88,18
South Africa,88,24
Argentina,88,29
New Zealand,88,13
US,88,45
France,88,20
Austria,88,15
US,88,22
Austria,88,11
US,88,49
Austria,88,15
Italy,88,34
Italy,88,16
US,88,30
Italy,88,20
Italy,88,15
Austria,88,12
US,88,40
US,88,50
US,88,20
Italy,86,33
US,86,14
US,86,24
Italy,86,29
Italy,86,21
Spain,86,22
Spain,86,11
Spain,86,14
US,86,50
US,86,35
US,86,28
Italy,86,12
Spain,86,40
France,86,18
Spain,86,8
Australia,86,9
US,86,35
US,85,35
Italy,85,8
US,85,18
US,85,14
Italy,85,12
US,85,15
US,85,22
Italy,85,11
US,85,18
Spain,85,14
Spain,85,9
Spain,85,10
US,85,17
US,88,21
Italy,88,34
US,88,16
US,88,20
US,88,35
Italy,88,30
US,88,25
Italy,88,20
US,88,18
Portugal,88,18
US,88,
Italy,88,23
Italy,88,44
France,88,20
France,88,35
Germany,88,15
Portugal,88,16
US,88,30
US,88,32
France,88,24
France,88,54
France,88,
France,88,54
France,88,
US,88,15
US,88,40
Argentina,88,20
US,88,35
US,88,18
Italy,88,80
US,91,45
US,91,55
US,91,48
US,91,45
Germany,91,27
US,91,30
Italy,91,20
Argentina,91,60
US,91,36
US,91,42
US,91,22
New Zealand,91,30
France,91,23
US,91,48
US,91,60
US,91,36
Argentina,91,30
US,91,37
US,91,15
US,91,45
US,91,45
US,91,48
US,91,30
US,91,60
Portugal,91,20
US,91,22
US,91,42
US,91,44
US,91,52
US,91,62
US,90,65
US,90,20
US,90,25
France,90,20
US,90,60
US,90,52
US,90,27
Italy,90,35
Austria,90,15
Austria,90,20
France,90,65
Italy,90,65
New Zealand,90,37
US,90,57
New Zealand,90,90
US,90,24
US,90,22
Italy,90,33
US,90,20
Italy,90,22
US,90,98
Italy,90,18
Italy,90,28
US,90,34
US,90,70
US,90,49
US,90,32
US,90,33
US,90,28
US,90,15
US,87,36
US,87,22
Italy,87,18
US,87,36
US,87,13
Italy,87,22
US,87,30
France,87,14
France,87,14
Italy,87,18
US,87,12
Italy,87,22
US,87,25
Spain,87,11
US,87,34
US,87,30
Italy,87,11
Spain,87,16
Spain,87,27
Argentina,87,25
Italy,87,15
France,87,36
US,87,9
France,87,23
Spain,87,12
US,87,25
Italy,87,19
Italy,87,14
Spain,87,16
US,87,45
Portugal,87,12
Italy,87,15
US,87,85
Italy,87,28
Portugal,87,13
US,87,19
US,87,25
Italy,87,19
Italy,87,17
Italy,87,15
US,87,42
Italy,87,18
US,87,32
US,86,21
Spain,86,12
Portugal,86,10
US,86,60
US,86,38
US,86,17
Italy,86,12
US,86,49
Spain,86,103
Spain,86,13
US,92,40
Chile,92,125
France,92,20
France,92,33
US,92,25
France,92,20
US,92,75
Portugal,92,24
England,92,60
US,92,59
US,92,48
US,92,20
US,92,70
US,92,35
US,92,225
France,92,23
US,92,115
US,92,75
Spain,92,30
US,92,35
US,92,30
US,92,25
France,92,21
France,92,26
US,92,55
US,92,35
Chile,92,80
France,92,53
US,92,24
US,92,115
France,85,11
US,85,32
US,85,14
US,85,13
US,85,16
Italy,85,19
Austria,85,17
US,85,30
US,85,35
US,85,10
US,85,9
Italy,85,19
US,85,45
Austria,85,
US,85,18
Chile,85,20
Chile,85,18
France,85,
US,85,13
Italy,85,18
Italy,85,12
US,85,16
Chile,87,19
Chile,87,10
Italy,87,30
Italy,87,25
US,87,30
US,87,16
US,87,30
US,87,22
US,87,50
France,87,15
France,87,17
France,87,14
US,87,24
Italy,87,16
Italy,87,14
France,87,15
Italy,87,15
Italy,87,
US,87,22
Italy,87,21
Italy,87,24
Italy,87,10
Italy,87,15
Italy,87,13
US,87,45
France,87,10
France,87,13
Chile,87,25
Italy,87,
New Zealand,90,17
US,90,35
Argentina,90,50
Argentina,90,20
Italy,90,39
US,90,45
US,90,20
Austria,90,14
US,90,36
US,90,16
Austria,90,17
Austria,90,19
Austria,90,18
Austria,90,20
New Zealand,90,18
US,90,
US,90,20
Austria,90,15
Italy,90,20
US,90,135
US,90,42
US,90,18
US,90,28
US,90,20
US,90,20
Argentina,90,55
Spain,90,20
New Zealand,90,25
US,90,38
France,90,28
US,87,8
US,87,20
France,87,
Portugal,87,8
Portugal,87,13
France,87,30
France,87,25
France,87,
France,87,13
US,87,17
Italy,87,
US,87,
Italy,87,55
US,87,13
France,87,16
US,87,16
US,87,30
Portugal,86,20
US,86,22
US,86,22
France,86,
Italy,86,
Argentina,86,18
France,86,11
US,86,22
Germany,86,12
France,86,15
US,86,27
Portugal,86,13
US,86,14
US,88,32
US,88,40
US,88,18
US,88,50
US,88,15
US,88,30
US,88,20
US,88,12
US,88,45
US,88,36
Italy,88,25
Italy,88,60
Italy,88,
Spain,88,18
US,88,22
US,88,23
US,88,28
Italy,88,50
US,88,80
Australia,88,32
Australia,88,35
Spain,88,15
Spain,88,14
Italy,88,40
Italy,88,12
Italy,88,15
US,88,28
Italy,88,36
Italy,88,70
France,88,
US,86,40
US,86,13
US,86,16
US,86,13
US,86,13
US,86,30
Spain,86,12
Spain,86,36
France,86,13
France,86,18
US,86,33
France,86,39
US,86,16
US,86,44
France,86,40
US,86,75
US,86,65
US,86,36
Spain,86,22
US,86,25
US,86,41
France,86,39
US,86,34
US,86,19
US,86,23
US,86,14
US,86,29
US,86,24
Spain,86,17
France,92,50
Spain,92,65
France,92,78
US,92,50
France,92,25
US,92,90
US,92,90
US,92,45
US,92,75
France,92,120
Spain,92,59
US,92,38
Italy,92,
US,92,35
Italy,92,40
US,92,42
Italy,92,40
Italy,92,29
US,92,55
France,92,130
Italy,92,60
France,92,120
Australia,92,30
Italy,92,80
Portugal,92,50
Germany,92,26
Australia,92,23
France,95,
France,95,
US,94,55
Italy,94,120
Italy,94,82
France,94,
France,94,80
France,94,
France,94,
Italy,94,75
France,94,60
France,94,
France,94,
US,94,68
Italy,94,40
Spain,94,174
Spain,94,247
US,94,55
Italy,94,
Italy,94,44
Italy,94,
France,94,150
Italy,94,96
US,94,36
Italy,94,75
France,94,
South Africa,87,9
Argentina,87,25
US,87,60
US,87,
US,87,30
Portugal,87,
Italy,87,
US,87,20
Italy,87,
US,87,18
US,87,30
US,87,20
Italy,87,
Germany,87,11
US,87,52
South Africa,87,12
Argentina,87,22
Argentina,87,15
Argentina,87,23
Italy,87,38
Portugal,87,14
US,87,85
France,87,20
Italy,87,65
US,87,12
Italy,87,80
Argentina,87,16
France,87,37
Portugal,87,11
Italy,87,17
Chile,83,9
Chile,83,10
US,83,20
Chile,83,12
Chile,83,9
US,83,16
US,83,18
US,83,20
US,83,18
Portugal,83,8
Italy,83,8
Chile,83,11
Chile,83,
Portugal,83,8
US,83,13
Chile,83,22
US,82,24
US,82,28
US,82,13
US,82,24
US,88,18
Chile,88,13
US,88,29
France,88,
US,88,16
France,88,20
France,88,16
Portugal,88,22
US,88,19
Portugal,88,13
US,88,
US,88,30
US,88,30
Chile,88,45
Uruguay,88,23
Portugal,88,8
Italy,88,12
Italy,88,30
US,88,14
Portugal,88,27
US,88,14
US,88,14
US,88,21
US,88,16
US,88,16
US,88,40
Italy,88,35
US,88,17
Uruguay,88,40
US,88,38
US,88,16
US,88,60
France,88,12
Chile,88,17
Italy,88,40
Italy,88,25
Chile,88,12
Italy,88,26
Italy,88,39
US,88,18
Chile,88,15
US,88,15
US,88,19
Italy,88,
US,88,16
US,88,10
US,88,10
US,88,19
US,88,19
US,88,40
Italy,88,24
Italy,88,30
Italy,88,55
US,88,28
Italy,88,54
Canada,88,15
France,88,22
US,88,48
Italy,88,38
France,88,21
Spain,83,9
Spain,83,13
US,83,28
South Africa,83,10
US,83,45
Portugal,83,7
US,83,28
US,83,38
Spain,83,6
US,83,32
US,83,23
US,83,36
US,83,20
US,83,48
France,83,12
Spain,83,13
US,83,16
Portugal,83,18
Spain,82,9
Portugal,82,
Chile,91,27
US,91,39
Chile,91,20
Italy,91,33
US,91,28
US,91,50
US,91,50
US,91,22
France,91,25
US,91,80
US,91,35
US,91,32
Italy,91,65
Chile,91,37
Italy,91,119
Germany,91,32
Austria,91,66
Chile,91,90
US,91,40
Austria,91,42
US,91,55
Germany,91,54
US,91,38
US,91,28
Italy,91,38
France,91,60
France,91,
France,91,55
Germany,91,42
US,91,35
US,91,53
US,90,46
Austria,90,42
US,90,75
US,90,28
US,90,15
US,90,40
US,90,50
US,90,25
US,90,53
US,90,38
Italy,90,230
US,90,90
Italy,90,42
US,90,48
Chile,90,20
Chile,90,25
Italy,90,34
US,90,15
US,90,30
US,88,25
Italy,88,90
US,88,13
US,88,20
US,88,20
Italy,88,65
US,88,24
US,88,20
Spain,88,69
US,88,18
US,88,14
Spain,88,15
US,88,70
Spain,88,29
US,88,8
Italy,88,25
US,88,53
US,88,23
US,88,25
Australia,88,19
Spain,88,11
Italy,88,40
Spain,88,15
Spain,88,16
Spain,88,16
Australia,88,70
US,88,45
US,88,18
France,93,
France,93,190
France,93,54
France,93,
France,93,107
Austria,93,49
Austria,93,30
US,93,48
US,93,64
US,93,145
Italy,93,150
Austria,93,60
Austria,93,26
US,93,85
New Zealand,93,30
US,93,70
US,93,70
Chile,93,90
Austria,93,33
Austria,93,60
Italy,93,35
US,93,50
New Zealand,93,90
US,93,48
US,93,30
US,93,145
New Zealand,93,105
US,93,57
US,93,45
France,93,
US,81,16
Spain,81,8
Argentina,81,19
Spain,81,13
Spain,81,12
Spain,81,9
Spain,80,15
Spain,80,20
Argentina,80,8
Spain,80,9
Argentina,80,12
Spain,80,20
Italy,99,237
France,98,757
US,97,70
US,97,140
Argentina,97,120
Italy,97,170
France,96,260
France,95,328
US,90,35
Italy,90,40
Portugal,90,25
Portugal,90,
Portugal,90,23
Italy,90,45
France,90,50
US,90,81
France,90,22
Italy,90,40
Spain,90,32
Spain,90,100
Spain,90,15
Argentina,90,18
Italy,90,35
Germany,90,48
Italy,90,49
Portugal,90,9
Germany,90,31
France,90,69
US,90,54
US,90,25
US,90,125
US,90,25
US,90,42
Italy,90,78
US,90,25
US,90,36
US,90,60
US,91,45
Italy,91,67
Portugal,91,61
US,91,60
US,91,28
US,91,32
Italy,91,35
Italy,91,40
Italy,91,40
US,91,22
Israel,91,59
Spain,91,30
Italy,91,52
Italy,91,30
US,91,34
US,91,38
Spain,91,14
France,91,30
Israel,91,70
Italy,91,40
France,91,48
US,91,38
Italy,91,70
US,91,26
Australia,91,17
Portugal,91,15
Italy,91,43
France,91,40
France,97,249
US,97,100
Austria,97,95
France,96,390
Italy,96,150
US,96,38
US,96,275
Italy,96,210
US,96,185
Portugal,96,149
US,95,62
US,95,38
Portugal,95,499
Portugal,95,101
Germany,95,50
France,95,80
France,95,469
US,95,62
Austria,95,30
US,95,125
France,95,195
US,95,95
US,95,60
US,95,34
France,95,132
Italy,95,60
Portugal,95,34
France,95,195
US,95,70
France,95,95
US,88,61
Argentina,88,18
Spain,88,30
Spain,88,15
Croatia,88,20
France,88,
France,88,15
France,88,15
US,88,10
Romania,88,9
France,88,20
France,88,37
Argentina,88,28
France,88,23
US,88,26
US,88,39
Italy,88,35
US,88,30
US,88,72
US,88,42
France,96,
France,96,350
US,96,175
Italy,95,
France,95,
France,95,390
Italy,95,94
Italy,95,130
Italy,95,252
US,95,48
Italy,95,
France,95,150
Italy,95,
Italy,95,
France,95,120
US,95,60
US,95,82
France,95,95
France,95,67
Italy,95,
Italy,95,100
France,95,150
US,85,80
Spain,85,16
Italy,85,11
US,85,30
US,85,20
Spain,85,14
Spain,85,30
Chile,85,15
France,85,15
France,85,15
France,85,16
Spain,85,20
US,85,28
US,85,15
Spain,85,14
France,85,16
Italy,85,14
US,85,10
France,85,
US,85,8
US,85,36
US,85,42
Austria,85,15
US,85,15
US,85,15
Italy,85,14
Spain,85,21
Italy,85,
Italy,85,9
France,85,
US,86,15
Argentina,86,14
France,86,
Argentina,86,11
Turkey,86,19
US,86,17
France,86,15
US,86,26
Portugal,86,22
Italy,86,
Germany,86,15
Italy,86,36
Italy,86,120
US,86,10
Portugal,86,40
US,86,25
US,86,20
Argentina,86,40
Portugal,86,10
Portugal,86,10
Portugal,86,6
France,86,15
Italy,86,43
US,86,18
Portugal,86,10
US,86,25
Portugal,86,10
France,86,25
Argentina,86,13
Slovenia,87,16
Italy,87,16
Portugal,87,10
Chile,87,14
France,87,
Portugal,87,
Portugal,87,
US,87,20
Chile,87,16
US,87,32
US,87,28
France,86,17
France,86,10
Chile,86,11
Portugal,86,16
Portugal,86,
Italy,86,15
US,86,28
Romania,86,11
US,86,14
Chile,86,16
US,86,22
US,86,55
France,86,25
France,86,15
Hungary,86,15
Romania,86,6
US,86,28
US,86,24
US,86,25
South Africa,86,10
US,86,26
US,86,10
US,86,24
France,86,20
Portugal,86,15
France,86,13
US,86,48
Portugal,86,12
Italy,86,13
Portugal,86,13
US,86,15
South Africa,86,11
Argentina,86,26
US,86,10
US,86,29
France,86,12
Argentina,86,15
South Africa,86,18
Argentina,86,23
Spain,86,
Argentina,86,20
US,86,38
Argentina,86,14
US,86,14
France,86,15
France,86,10
Spain,86,13
US,86,35
US,86,34
Spain,87,12
Italy,87,26
Mexico,87,16
Italy,87,16
US,87,42
US,87,35
Spain,87,22
Italy,87,20
Spain,87,20
US,87,28
US,87,17
Portugal,87,15
US,87,45
Italy,87,
Italy,87,12
Italy,87,22
Italy,87,12
US,87,18
US,87,36
US,87,19
Italy,87,20
US,87,28
Italy,87,22
US,87,23
Italy,87,18
US,87,24
Italy,87,28
Italy,87,19
Italy,87,18
Italy,87,
US,89,9
US,89,42
France,89,70
France,89,20
France,89,25
France,89,110
US,89,40
Chile,89,18
US,89,45
France,89,35
France,89,32
US,89,35
US,89,20
US,89,15
US,89,15
New Zealand,89,16
US,89,18
US,89,32
US,89,40
US,89,30
US,89,62
US,89,42
Italy,89,49
US,89,9
Georgia,89,39
US,89,22
US,89,32
US,89,40
US,89,26
Argentina,89,17
US,88,20
Australia,88,14
US,88,55
US,88,16
Australia,88,40
US,88,22
US,88,47
US,88,35
US,88,17
US,88,28
Australia,88,24
Australia,88,21
US,88,12
US,88,10
US,88,28
US,88,18
Spain,88,15
US,88,25
Spain,88,9
US,88,19
US,88,13
US,88,45
US,88,100
US,87,50
Australia,87,24
Australia,87,19
Australia,87,10
US,87,16
France,89,20
Italy,89,25
France,89,43
Italy,89,18
Italy,89,30
Australia,89,19
Spain,89,50
Australia,89,16
US,89,38
US,89,35
US,89,40
Australia,89,13
US,89,28
US,89,25
Italy,89,20
Italy,89,34
Spain,89,69
Spain,89,29
France,89,17
US,89,15
France,89,20
Italy,89,
Italy,89,54
US,89,52
Italy,89,42
Italy,89,
Italy,89,40
Italy,89,32
Italy,89,42
US,89,60
Italy,91,19
US,91,35
US,91,65
US,91,20
Lebanon,91,40
Portugal,91,20
France,91,
Germany,91,29
US,91,35
US,91,40
US,91,52
France,91,82
France,91,
France,91,
US,91,35
Portugal,91,30
Australia,91,22
US,91,58
Morocco,91,25
Morocco,91,14
Argentina,91,45
US,91,89
US,91,55
US,91,45
Australia,91,16
Argentina,91,30
France,91,30
Germany,91,18
Argentina,91,38
Italy,91,30
Italy,89,30
France,89,15
France,89,16
France,89,25
Italy,89,50
Italy,89,30
South Africa,89,12
US,89,18
New Zealand,89,28
US,89,42
France,89,14
France,89,20
France,89,45
France,89,22
Austria,89,15
Austria,89,18
Austria,89,38
US,89,48
Italy,89,28
Italy,89,24
US,89,45
Italy,89,26
Italy,89,32
US,89,58
Italy,89,14
US,89,22
US,89,22
US,89,20
Italy,89,
France,89,
US,91,42
US,91,20
US,91,60
US,91,30
US,91,50
US,91,50
Spain,91,30
US,91,45
Austria,91,31
US,91,28
France,91,21
France,91,36
US,91,35
US,91,12
France,91,20
US,91,65
US,91,95
US,91,95
Austria,91,24
Italy,91,37
Austria,91,31
France,91,19
US,91,40
Austria,91,22
US,91,40
US,91,65
US,91,55
US,91,50
US,91,65
US,91,75
